// EMOJIMAPPING CREATED FROM EMOJIONE SRC
// by cs8898
free;0;;1;1f193
zero;0;;2;0030;20e3
one;0;;2;0031;20e3
two;0;;2;0032;20e3
three;0;;2;0033;20e3
four;0;;2;0034;20e3
five;0;;2;0035;20e3
six;0;;2;0036;20e3
seven;0;;2;0037;20e3
eight;0;;2;0038;20e3
nine;0;;2;0039;20e3
keycap_ten;0;;1;1f51f
1234;0;;1;1f522
hash;0;;2;0023;20e3
asterisk;1;keycap_asterisk;2;002a;20e3
eject;1;eject_symbol;1;23cf
arrow_forward;0;;1;25b6
pause_button;1;double_vertical_bar;1;23f8
play_pause;0;;1;23ef
stop_button;0;;1;23f9
record_button;0;;1;23fa
track_next;1;next_track;1;23ed
track_previous;1;previous_track;1;23ee
fast_forward;0;;1;23e9
rewind;0;;1;23ea
arrow_double_up;0;;1;23eb
arrow_double_down;0;;1;23ec
arrow_backward;0;;1;25c0
arrow_up_small;0;;1;1f53c
arrow_down_small;0;;1;1f53d
arrow_right;0;;1;27a1
arrow_left;0;;1;2b05
arrow_up;0;;1;2b06
arrow_down;0;;1;2b07
arrow_right_hook;0;;1;21aa
leftwards_arrow_with_hook;0;;1;21a9
twisted_rightwards_arrows;0;;1;1f500
repeat;0;;1;1f501
repeat_one;0;;1;1f502
arrows_counterclockwise;0;;1;1f504
arrows_clockwise;0;;1;1f503
musical_note;0;;1;1f3b5
notes;0;;1;1f3b6
heavy_dollar_sign;0;;1;1f4b2
currency_exchange;0;;1;1f4b1
copyright;0;;1;00a9
registered;0;;1;00ae
curly_loop;0;;1;27b0
loop;0;;1;27bf
end;0;;1;1f51a
back;0;;1;1f519
on;0;;1;1f51b
top;0;;1;1f51d
soon;0;;1;1f51c
radio_button;0;;1;1f518
white_circle;0;;1;26aa
black_circle;0;;1;26ab
red_circle;0;;1;1f534
blue_circle;1;large_blue_circle;1;1f535
small_red_triangle;0;;1;1f53a
small_red_triangle_down;0;;1;1f53b
small_orange_diamond;0;;1;1f538
small_blue_diamond;0;;1;1f539
large_orange_diamond;0;;1;1f536
large_blue_diamond;0;;1;1f537
white_square_button;0;;1;1f533
black_square_button;0;;1;1f532
black_small_square;0;;1;25aa
white_small_square;0;;1;25ab
black_medium_small_square;0;;1;25fe
white_medium_small_square;0;;1;25fd
black_medium_square;0;;1;25fc
white_medium_square;0;;1;25fb
black_large_square;0;;1;2b1b
white_large_square;0;;1;2b1c
speaker;0;;1;1f508
mute;0;;1;1f507
sound;0;;1;1f509
loud_sound;0;;1;1f50a
bell;0;;1;1f514
no_bell;0;;1;1f515
mega;0;;1;1f4e3
loudspeaker;0;;1;1f4e2
speech_left;1;left_speech_bubble;1;1f5e8
eye_in_speech_bubble;0;;2;1f441;1f5e8
speech_balloon;0;;1;1f4ac
thought_balloon;0;;1;1f4ad
anger_right;1;right_anger_bubble;1;1f5ef
black_joker;0;;1;1f0cf
flower_playing_cards;0;;1;1f3b4
mahjong;0;;1;1f004
clock1;0;;1;1f550
clock2;0;;1;1f551
clock3;0;;1;1f552
clock4;0;;1;1f553
clock5;0;;1;1f554
clock6;0;;1;1f555
clock7;0;;1;1f556
clock8;0;;1;1f557
clock9;0;;1;1f558
clock10;0;;1;1f559
clock11;0;;1;1f55a
clock12;0;;1;1f55b
clock130;0;;1;1f55c
clock230;0;;1;1f55d
clock330;0;;1;1f55e
clock430;0;;1;1f55f
clock530;0;;1;1f560
clock630;0;;1;1f561
clock730;0;;1;1f562
clock830;0;;1;1f563
clock930;0;;1;1f564
clock1030;0;;1;1f565
clock1130;0;;1;1f566
clock1230;0;;1;1f567
digit_zero;0;;1;0030
digit_one;0;;1;0031
digit_two;0;;1;0032
digit_three;0;;1;0033
digit_four;0;;1;0034
digit_five;0;;1;0035
digit_six;0;;1;0036
digit_seven;0;;1;0037
digit_eight;0;;1;0038
digit_nine;0;;1;0039
pound_symbol;0;;1;0023
asterisk_symbol;0;;1;002a
soccer;0;;1;26bd
basketball;0;;1;1f3c0
football;0;;1;1f3c8
baseball;0;;1;26be
softball;0;;1;1f94e
tennis;0;;1;1f3be
volleyball;0;;1;1f3d0
rugby_football;0;;1;1f3c9
8ball;0;;1;1f3b1
ping_pong;1;table_tennis;1;1f3d3
badminton;0;;1;1f3f8
goal;1;goal_net;1;1f945
hockey;0;;1;1f3d2
field_hockey;0;;1;1f3d1
cricket_game;1;cricket_bat_ball;1;1f3cf
lacrosse;0;;1;1f94d
golf;0;;1;26f3
flying_disc;0;;1;1f94f
bow_and_arrow;1;archery;1;1f3f9
fishing_pole_and_fish;0;;1;1f3a3
boxing_glove;1;boxing_gloves;1;1f94a
martial_arts_uniform;1;karate_uniform;1;1f94b
running_shirt_with_sash;0;;1;1f3bd
skateboard;0;;1;1f6f9
ice_skate;0;;1;26f8
curling_stone;0;;1;1f94c
sled;0;;1;1f6f7
ski;0;;1;1f3bf
skier;0;;1;26f7
snowboarder;0;;1;1f3c2
snowboarder_tone1;1;snowboarder_light_skin_tone;2;1f3c2;1f3fb
snowboarder_tone2;1;snowboarder_medium_light_skin_tone;2;1f3c2;1f3fc
snowboarder_tone3;1;snowboarder_medium_skin_tone;2;1f3c2;1f3fd
snowboarder_tone4;1;snowboarder_medium_dark_skin_tone;2;1f3c2;1f3fe
snowboarder_tone5;1;snowboarder_dark_skin_tone;2;1f3c2;1f3ff
person_lifting_weights;2;lifter;weight_lifter;1;1f3cb
person_lifting_weights_tone1;2;lifter_tone1;weight_lifter_tone1;2;1f3cb;1f3fb
person_lifting_weights_tone2;2;lifter_tone2;weight_lifter_tone2;2;1f3cb;1f3fc
person_lifting_weights_tone3;2;lifter_tone3;weight_lifter_tone3;2;1f3cb;1f3fd
person_lifting_weights_tone4;2;lifter_tone4;weight_lifter_tone4;2;1f3cb;1f3fe
person_lifting_weights_tone5;2;lifter_tone5;weight_lifter_tone5;2;1f3cb;1f3ff
woman_lifting_weights;0;;2;1f3cb;2640
woman_lifting_weights_tone1;1;woman_lifting_weights_light_skin_tone;3;1f3cb;1f3fb;2640
woman_lifting_weights_tone2;1;woman_lifting_weights_medium_light_skin_tone;3;1f3cb;1f3fc;2640
woman_lifting_weights_tone3;1;woman_lifting_weights_medium_skin_tone;3;1f3cb;1f3fd;2640
woman_lifting_weights_tone4;1;woman_lifting_weights_medium_dark_skin_tone;3;1f3cb;1f3fe;2640
woman_lifting_weights_tone5;1;woman_lifting_weights_dark_skin_tone;3;1f3cb;1f3ff;2640
man_lifting_weights;0;;2;1f3cb;2642
man_lifting_weights_tone1;1;man_lifting_weights_light_skin_tone;3;1f3cb;1f3fb;2642
man_lifting_weights_tone2;1;man_lifting_weights_medium_light_skin_tone;3;1f3cb;1f3fc;2642
man_lifting_weights_tone3;1;man_lifting_weights_medium_skin_tone;3;1f3cb;1f3fd;2642
man_lifting_weights_tone4;1;man_lifting_weights_medium_dark_skin_tone;3;1f3cb;1f3fe;2642
man_lifting_weights_tone5;1;man_lifting_weights_dark_skin_tone;3;1f3cb;1f3ff;2642
people_wrestling;2;wrestlers;wrestling;1;1f93c
women_wrestling;0;;2;1f93c;2640
men_wrestling;0;;2;1f93c;2642
person_doing_cartwheel;1;cartwheel;1;1f938
person_doing_cartwheel_tone1;1;cartwheel_tone1;2;1f938;1f3fb
person_doing_cartwheel_tone2;1;cartwheel_tone2;2;1f938;1f3fc
person_doing_cartwheel_tone3;1;cartwheel_tone3;2;1f938;1f3fd
person_doing_cartwheel_tone4;1;cartwheel_tone4;2;1f938;1f3fe
person_doing_cartwheel_tone5;1;cartwheel_tone5;2;1f938;1f3ff
woman_cartwheeling;0;;2;1f938;2640
woman_cartwheeling_tone1;1;woman_cartwheeling_light_skin_tone;3;1f938;1f3fb;2640
woman_cartwheeling_tone2;1;woman_cartwheeling_medium_light_skin_tone;3;1f938;1f3fc;2640
woman_cartwheeling_tone3;1;woman_cartwheeling_medium_skin_tone;3;1f938;1f3fd;2640
woman_cartwheeling_tone4;1;woman_cartwheeling_medium_dark_skin_tone;3;1f938;1f3fe;2640
woman_cartwheeling_tone5;1;woman_cartwheeling_dark_skin_tone;3;1f938;1f3ff;2640
man_cartwheeling;0;;2;1f938;2642
man_cartwheeling_tone1;1;man_cartwheeling_light_skin_tone;3;1f938;1f3fb;2642
man_cartwheeling_tone2;1;man_cartwheeling_medium_light_skin_tone;3;1f938;1f3fc;2642
man_cartwheeling_tone3;1;man_cartwheeling_medium_skin_tone;3;1f938;1f3fd;2642
man_cartwheeling_tone4;1;man_cartwheeling_medium_dark_skin_tone;3;1f938;1f3fe;2642
man_cartwheeling_tone5;1;man_cartwheeling_dark_skin_tone;3;1f938;1f3ff;2642
person_bouncing_ball;2;basketball_player;person_with_ball;1;26f9
person_bouncing_ball_tone1;2;basketball_player_tone1;person_with_ball_tone1;2;26f9;1f3fb
person_bouncing_ball_tone2;2;basketball_player_tone2;person_with_ball_tone2;2;26f9;1f3fc
person_bouncing_ball_tone3;2;basketball_player_tone3;person_with_ball_tone3;2;26f9;1f3fd
person_bouncing_ball_tone4;2;basketball_player_tone4;person_with_ball_tone4;2;26f9;1f3fe
person_bouncing_ball_tone5;2;basketball_player_tone5;person_with_ball_tone5;2;26f9;1f3ff
woman_bouncing_ball;0;;2;26f9;2640
woman_bouncing_ball_tone1;1;woman_bouncing_ball_light_skin_tone;3;26f9;1f3fb;2640
woman_bouncing_ball_tone2;1;woman_bouncing_ball_medium_light_skin_tone;3;26f9;1f3fc;2640
woman_bouncing_ball_tone3;1;woman_bouncing_ball_medium_skin_tone;3;26f9;1f3fd;2640
woman_bouncing_ball_tone4;1;woman_bouncing_ball_medium_dark_skin_tone;3;26f9;1f3fe;2640
woman_bouncing_ball_tone5;1;woman_bouncing_ball_dark_skin_tone;3;26f9;1f3ff;2640
man_bouncing_ball;0;;2;26f9;2642
man_bouncing_ball_tone1;1;man_bouncing_ball_light_skin_tone;3;26f9;1f3fb;2642
man_bouncing_ball_tone2;1;man_bouncing_ball_medium_light_skin_tone;3;26f9;1f3fc;2642
man_bouncing_ball_tone3;1;man_bouncing_ball_medium_skin_tone;3;26f9;1f3fd;2642
man_bouncing_ball_tone4;1;man_bouncing_ball_medium_dark_skin_tone;3;26f9;1f3fe;2642
man_bouncing_ball_tone5;1;man_bouncing_ball_dark_skin_tone;3;26f9;1f3ff;2642
person_fencing;2;fencer;fencing;1;1f93a
person_playing_handball;1;handball;1;1f93e
person_playing_handball_tone1;1;handball_tone1;2;1f93e;1f3fb
person_playing_handball_tone2;1;handball_tone2;2;1f93e;1f3fc
person_playing_handball_tone3;1;handball_tone3;2;1f93e;1f3fd
person_playing_handball_tone4;1;handball_tone4;2;1f93e;1f3fe
person_playing_handball_tone5;1;handball_tone5;2;1f93e;1f3ff
woman_playing_handball;0;;2;1f93e;2640
woman_playing_handball_tone1;1;woman_playing_handball_light_skin_tone;3;1f93e;1f3fb;2640
woman_playing_handball_tone2;1;woman_playing_handball_medium_light_skin_tone;3;1f93e;1f3fc;2640
woman_playing_handball_tone3;1;woman_playing_handball_medium_skin_tone;3;1f93e;1f3fd;2640
woman_playing_handball_tone4;1;woman_playing_handball_medium_dark_skin_tone;3;1f93e;1f3fe;2640
woman_playing_handball_tone5;1;woman_playing_handball_dark_skin_tone;3;1f93e;1f3ff;2640
man_playing_handball;0;;2;1f93e;2642
man_playing_handball_tone1;1;man_playing_handball_light_skin_tone;3;1f93e;1f3fb;2642
man_playing_handball_tone2;1;man_playing_handball_medium_light_skin_tone;3;1f93e;1f3fc;2642
man_playing_handball_tone3;1;man_playing_handball_medium_skin_tone;3;1f93e;1f3fd;2642
man_playing_handball_tone4;1;man_playing_handball_medium_dark_skin_tone;3;1f93e;1f3fe;2642
man_playing_handball_tone5;1;man_playing_handball_dark_skin_tone;3;1f93e;1f3ff;2642
person_golfing;1;golfer;1;1f3cc
person_golfing_tone1;1;person_golfing_light_skin_tone;2;1f3cc;1f3fb
person_golfing_tone2;1;person_golfing_medium_light_skin_tone;2;1f3cc;1f3fc
person_golfing_tone3;1;person_golfing_medium_skin_tone;2;1f3cc;1f3fd
person_golfing_tone4;1;person_golfing_medium_dark_skin_tone;2;1f3cc;1f3fe
person_golfing_tone5;1;person_golfing_dark_skin_tone;2;1f3cc;1f3ff
woman_golfing;0;;2;1f3cc;2640
woman_golfing_tone1;1;woman_golfing_light_skin_tone;3;1f3cc;1f3fb;2640
woman_golfing_tone2;1;woman_golfing_medium_light_skin_tone;3;1f3cc;1f3fc;2640
woman_golfing_tone3;1;woman_golfing_medium_skin_tone;3;1f3cc;1f3fd;2640
woman_golfing_tone4;1;woman_golfing_medium_dark_skin_tone;3;1f3cc;1f3fe;2640
woman_golfing_tone5;1;woman_golfing_dark_skin_tone;3;1f3cc;1f3ff;2640
man_golfing;0;;2;1f3cc;2642
man_golfing_tone1;1;man_golfing_light_skin_tone;3;1f3cc;1f3fb;2642
man_golfing_tone2;1;man_golfing_medium_light_skin_tone;3;1f3cc;1f3fc;2642
man_golfing_tone3;1;man_golfing_medium_skin_tone;3;1f3cc;1f3fd;2642
man_golfing_tone4;1;man_golfing_medium_dark_skin_tone;3;1f3cc;1f3fe;2642
man_golfing_tone5;1;man_golfing_dark_skin_tone;3;1f3cc;1f3ff;2642
horse_racing;0;;1;1f3c7
horse_racing_tone1;0;;2;1f3c7;1f3fb
horse_racing_tone2;0;;2;1f3c7;1f3fc
horse_racing_tone3;0;;2;1f3c7;1f3fd
horse_racing_tone4;0;;2;1f3c7;1f3fe
horse_racing_tone5;0;;2;1f3c7;1f3ff
person_in_lotus_position;0;;1;1f9d8
person_in_lotus_position_tone1;1;person_in_lotus_position_light_skin_tone;2;1f9d8;1f3fb
person_in_lotus_position_tone2;1;person_in_lotus_position_medium_light_skin_tone;2;1f9d8;1f3fc
person_in_lotus_position_tone3;1;person_in_lotus_position_medium_skin_tone;2;1f9d8;1f3fd
person_in_lotus_position_tone4;1;person_in_lotus_position_medium_dark_skin_tone;2;1f9d8;1f3fe
person_in_lotus_position_tone5;1;person_in_lotus_position_dark_skin_tone;2;1f9d8;1f3ff
woman_in_lotus_position;0;;2;1f9d8;2640
woman_in_lotus_position_tone1;1;woman_in_lotus_position_light_skin_tone;3;1f9d8;1f3fb;2640
woman_in_lotus_position_tone2;1;woman_in_lotus_position_medium_light_skin_tone;3;1f9d8;1f3fc;2640
woman_in_lotus_position_tone3;1;woman_in_lotus_position_medium_skin_tone;3;1f9d8;1f3fd;2640
woman_in_lotus_position_tone4;1;woman_in_lotus_position_medium_dark_skin_tone;3;1f9d8;1f3fe;2640
woman_in_lotus_position_tone5;1;woman_in_lotus_position_dark_skin_tone;3;1f9d8;1f3ff;2640
man_in_lotus_position;0;;2;1f9d8;2642
man_in_lotus_position_tone1;1;man_in_lotus_position_light_skin_tone;3;1f9d8;1f3fb;2642
man_in_lotus_position_tone2;1;man_in_lotus_position_medium_light_skin_tone;3;1f9d8;1f3fc;2642
man_in_lotus_position_tone3;1;man_in_lotus_position_medium_skin_tone;3;1f9d8;1f3fd;2642
man_in_lotus_position_tone4;1;man_in_lotus_position_medium_dark_skin_tone;3;1f9d8;1f3fe;2642
man_in_lotus_position_tone5;1;man_in_lotus_position_dark_skin_tone;3;1f9d8;1f3ff;2642
person_surfing;1;surfer;1;1f3c4
person_surfing_tone1;1;surfer_tone1;2;1f3c4;1f3fb
person_surfing_tone2;1;surfer_tone2;2;1f3c4;1f3fc
person_surfing_tone3;1;surfer_tone3;2;1f3c4;1f3fd
person_surfing_tone4;1;surfer_tone4;2;1f3c4;1f3fe
person_surfing_tone5;1;surfer_tone5;2;1f3c4;1f3ff
woman_surfing;0;;2;1f3c4;2640
woman_surfing_tone1;1;woman_surfing_light_skin_tone;3;1f3c4;1f3fb;2640
woman_surfing_tone2;1;woman_surfing_medium_light_skin_tone;3;1f3c4;1f3fc;2640
woman_surfing_tone3;1;woman_surfing_medium_skin_tone;3;1f3c4;1f3fd;2640
woman_surfing_tone4;1;woman_surfing_medium_dark_skin_tone;3;1f3c4;1f3fe;2640
woman_surfing_tone5;1;woman_surfing_dark_skin_tone;3;1f3c4;1f3ff;2640
man_surfing;0;;2;1f3c4;2642
man_surfing_tone1;1;man_surfing_light_skin_tone;3;1f3c4;1f3fb;2642
man_surfing_tone2;1;man_surfing_medium_light_skin_tone;3;1f3c4;1f3fc;2642
man_surfing_tone3;1;man_surfing_medium_skin_tone;3;1f3c4;1f3fd;2642
man_surfing_tone4;1;man_surfing_medium_dark_skin_tone;3;1f3c4;1f3fe;2642
man_surfing_tone5;1;man_surfing_dark_skin_tone;3;1f3c4;1f3ff;2642
person_swimming;1;swimmer;1;1f3ca
person_swimming_tone1;1;swimmer_tone1;2;1f3ca;1f3fb
person_swimming_tone2;1;swimmer_tone2;2;1f3ca;1f3fc
person_swimming_tone3;1;swimmer_tone3;2;1f3ca;1f3fd
person_swimming_tone4;1;swimmer_tone4;2;1f3ca;1f3fe
person_swimming_tone5;1;swimmer_tone5;2;1f3ca;1f3ff
woman_swimming;0;;2;1f3ca;2640
woman_swimming_tone1;1;woman_swimming_light_skin_tone;3;1f3ca;1f3fb;2640
woman_swimming_tone2;1;woman_swimming_medium_light_skin_tone;3;1f3ca;1f3fc;2640
woman_swimming_tone3;1;woman_swimming_medium_skin_tone;3;1f3ca;1f3fd;2640
woman_swimming_tone4;1;woman_swimming_medium_dark_skin_tone;3;1f3ca;1f3fe;2640
woman_swimming_tone5;1;woman_swimming_dark_skin_tone;3;1f3ca;1f3ff;2640
man_swimming;0;;2;1f3ca;2642
man_swimming_tone1;1;man_swimming_light_skin_tone;3;1f3ca;1f3fb;2642
man_swimming_tone2;1;man_swimming_medium_light_skin_tone;3;1f3ca;1f3fc;2642
man_swimming_tone3;1;man_swimming_medium_skin_tone;3;1f3ca;1f3fd;2642
man_swimming_tone4;1;man_swimming_medium_dark_skin_tone;3;1f3ca;1f3fe;2642
man_swimming_tone5;1;man_swimming_dark_skin_tone;3;1f3ca;1f3ff;2642
person_playing_water_polo;1;water_polo;1;1f93d
person_playing_water_polo_tone1;1;water_polo_tone1;2;1f93d;1f3fb
person_playing_water_polo_tone2;1;water_polo_tone2;2;1f93d;1f3fc
